forecast_step,forecast_minutes,sensor_id,valid_calibration_labels,calibration_label_percent,meets_minimum_100_labels
1,5,773869,1187,69.74148061104583,True
1,5,767541,1524,89.54171562867215,True
1,5,767542,1524,89.54171562867215,True
1,5,717447,1524,89.54171562867215,True
1,5,717446,1504,88.36662749706228,True
1,5,717445,1524,89.54171562867215,True
1,5,773062,1524,89.54171562867215,True
1,5,767620,1524,89.54171562867215,True
1,5,737529,1483,87.13278495887191,True
1,5,717816,1502,88.2491186839013,True
1,5,765604,1521,89.36545240893066,True
1,5,767471,1496,87.89659224441834,True
1,5,716339,1524,89.54171562867215,True
1,5,773906,1495,87.83783783783784,True
1,5,765273,1524,89.54171562867215,True
1,5,716331,1510,88.71915393654524,True
1,5,771667,1524,89.54171562867215,True
1,5,716337,1524,89.54171562867215,True
1,5,769953,1524,89.54171562867215,True
1,5,769402,1524,89.54171562867215,True
1,5,769403,1524,89.54171562867215,True
1,5,769819,1524,89.54171562867215,True
1,5,769405,1471,86.427732079906,True
1,5,716941,1524,89.54171562867215,True
1,5,717578,1524,89.54171562867215,True
1,5,716960,1524,89.54171562867215,True
1,5,717804,1482,87.07403055229143,True
1,5,767572,1524,89.54171562867215,True
1,5,767573,1524,89.54171562867215,True
1,5,773012,1521,89.36545240893066,True
1,5,773013,1498,88.01410105757932,True
1,5,764424,1522,89.42420681551117,True
1,5,769388,1511,88.77790834312573,True
1,5,716328,1505,88.42538190364277,True
1,5,717819,1524,89.54171562867215,True
1,5,769941,1524,89.54171562867215,True
1,5,760987,1512,88.83666274970624,True
1,5,718204,1187,69.74148061104583,True
1,5,718045,1439,84.5475910693302,True
1,5,769418,1469,86.310223266745,True
1,5,768066,1522,89.42420681551117,True
1,5,772140,1460,85.78143360752057,True
1,5,773927,1495,87.83783783783784,True
1,5,760024,1524,89.54171562867215,True
1,5,774012,1524,89.54171562867215,True
1,5,774011,1524,89.54171562867215,True
1,5,767609,1524,89.54171562867215,True
1,5,769359,1517,89.13043478260869,True
1,5,760650,1523,89.48296122209166,True
1,5,716956,1517,89.13043478260869,True
1,5,769831,1524,89.54171562867215,True
1,5,761604,1524,89.54171562867215,True
1,5,717495,1412,82.96122209165688,True
1,5,716554,1524,89.54171562867215,True
1,5,773953,1524,89.54171562867215,True
1,5,767470,1524,89.54171562867215,True
1,5,716955,1524,89.54171562867215,True
1,5,764949,1524,89.54171562867215,True
1,5,773954,1522,89.42420681551117,True
1,5,767366,1518,89.1891891891892,True
1,5,769444,1492,87.66157461809637,True
1,5,773939,1519,89.24794359576968,True
1,5,774067,1495,87.83783783783784,True
1,5,769443,1492,87.66157461809637,True
1,5,767750,1524,89.54171562867215,True
1,5,767751,1524,89.54171562867215,True
1,5,767610,1516,89.07168037602821,True
1,5,773880,1519,89.24794359576968,True
1,5,764766,1524,89.54171562867215,True
1,5,717497,1524,89.54171562867215,True
1,5,717490,1524,89.54171562867215,True
1,5,717491,1524,89.54171562867215,True
1,5,717492,1524,89.54171562867215,True
1,5,717493,1412,82.96122209165688,True
1,5,765176,1513,88.89541715628673,True
1,5,717498,1520,89.30669800235017,True
1,5,717499,1524,89.54171562867215,True
1,5,765171,1467,86.19271445358402,True
1,5,718064,1524,89.54171562867215,True
1,5,718066,1524,89.54171562867215,True
1,5,765164,1523,89.48296122209166,True
1,5,769431,1490,87.54406580493537,True
1,5,769430,1492,87.66157461809637,True
1,5,717610,1519,89.24794359576968,True
1,5,767053,1524,89.54171562867215,True
1,5,767621,1524,89.54171562867215,True
1,5,772596,1524,89.54171562867215,True
1,5,772597,1524,89.54171562867215,True
1,5,767350,1524,89.54171562867215,True
1,5,767351,1524,89.54171562867215,True
1,5,716571,1504,88.36662749706228,True
1,5,773023,1524,89.54171562867215,True
1,5,767585,1524,89.54171562867215,True
1,5,773024,1524,89.54171562867215,True
1,5,717483,1524,89.54171562867215,True
1,5,718379,1524,89.54171562867215,True
1,5,717481,1379,81.02232667450059,True
1,5,717480,1524,89.54171562867215,True
1,5,717486,1524,89.54171562867215,True
1,5,764120,1524,89.54171562867215,True
1,5,772151,1524,89.54171562867215,True
1,5,718371,1524,89.54171562867215,True
1,5,717489,1524,89.54171562867215,True
1,5,717488,1524,89.54171562867215,True
1,5,717818,1524,89.54171562867215,True
1,5,718076,1435,84.31257344300822,True
1,5,718072,1349,79.25969447708579,True
1,5,767455,1524,89.54171562867215,True
1,5,767454,1500,88.1316098707403,True
1,5,761599,1515,89.0129259694477,True
1,5,717099,1524,89.54171562867215,True
1,5,773916,1495,87.83783783783784,True
1,5,716968,1478,86.83901292596946,True
1,5,769467,1523,89.48296122209166,True
1,5,717576,1182,69.44770857814336,True
1,5,717573,1524,89.54171562867215,True
1,5,717572,1518,89.1891891891892,True
1,5,717571,1519,89.24794359576968,True
1,5,717570,1518,89.1891891891892,True
1,5,764760,1517,89.13043478260869,True
1,5,718089,1524,89.54171562867215,True
1,5,769847,1472,86.48648648648648,True
1,5,717608,1524,89.54171562867215,True
1,5,767523,1524,89.54171562867215,True
1,5,716942,1524,89.54171562867215,True
1,5,718090,1524,89.54171562867215,True
1,5,769867,1524,89.54171562867215,True
1,5,717472,1482,87.07403055229143,True
1,5,717473,1524,89.54171562867215,True
1,5,759591,1524,89.54171562867215,True
1,5,764781,1524,89.54171562867215,True
1,5,765099,1523,89.48296122209166,True
1,5,762329,1517,89.13043478260869,True
1,5,716953,1524,89.54171562867215,True
1,5,716951,1524,89.54171562867215,True
1,5,767509,1524,89.54171562867215,True
1,5,765182,1516,89.07168037602821,True
1,5,769358,1517,89.13043478260869,True
1,5,772513,1523,89.48296122209166,True
1,5,716958,1524,89.54171562867215,True
1,5,718496,1520,89.30669800235017,True
1,5,769346,1510,88.71915393654524,True
1,5,773904,1495,87.83783783783784,True
1,5,718499,1500,88.1316098707403,True
1,5,764853,1524,89.54171562867215,True
1,5,761003,1524,89.54171562867215,True
1,5,717502,1460,85.78143360752057,True
1,5,759602,1523,89.48296122209166,True
1,5,717504,1460,85.78143360752057,True
1,5,763995,1488,87.42655699177439,True
1,5,717508,1454,85.42890716803761,True
1,5,765265,1524,89.54171562867215,True
1,5,773996,1524,89.54171562867215,True
1,5,773995,1524,89.54171562867215,True
1,5,717469,1524,89.54171562867215,True
1,5,717468,1524,89.54171562867215,True
1,5,764106,1524,89.54171562867215,True
1,5,717465,1524,89.54171562867215,True
1,5,764794,1520,89.30669800235017,True
1,5,717466,1523,89.48296122209166,True
1,5,717461,1524,89.54171562867215,True
1,5,717460,1520,89.30669800235017,True
1,5,717463,1523,89.48296122209166,True
1,5,717462,1523,89.48296122209166,True
1,5,769345,1510,88.71915393654524,True
1,5,716943,1524,89.54171562867215,True
1,5,772669,1475,86.66274970622797,True
1,5,717582,1524,89.54171562867215,True
1,5,717583,1524,89.54171562867215,True
1,5,717580,1524,89.54171562867215,True
1,5,716949,1524,89.54171562867215,True
1,5,717587,1524,89.54171562867215,True
1,5,772178,1522,89.42420681551117,True
1,5,717585,1524,89.54171562867215,True
1,5,716939,692,40.65804935370153,True
1,5,768469,1516,89.07168037602821,True
1,5,764101,1521,89.36545240893066,True
1,5,767554,1524,89.54171562867215,True
1,5,773975,1524,89.54171562867215,True
1,5,773974,1524,89.54171562867215,True
1,5,717510,1042,61.22209165687427,True
1,5,717513,1041,61.16333725029377,True
1,5,717825,1524,89.54171562867215,True
1,5,767495,1464,86.01645123384255,True
1,5,767494,1524,89.54171562867215,True
1,5,717821,1509,88.66039952996475,True
1,5,717823,1524,89.54171562867215,True
1,5,717458,1524,89.54171562867215,True
1,5,717459,1524,89.54171562867215,True
1,5,769926,1472,86.48648648648648,True
1,5,764858,1524,89.54171562867215,True
1,5,717450,1524,89.54171562867215,True
1,5,717452,1524,89.54171562867215,True
1,5,717453,1524,89.54171562867215,True
1,5,759772,1517,89.13043478260869,True
1,5,717456,1518,89.1891891891892,True
1,5,771673,1524,89.54171562867215,True
1,5,772167,1504,88.36662749706228,True
1,5,769372,1521,89.36545240893066,True
1,5,774204,1518,89.1891891891892,True
1,5,769806,1524,89.54171562867215,True
1,5,717590,1524,89.54171562867215,True
1,5,717592,1524,89.54171562867215,True
1,5,717595,1524,89.54171562867215,True
1,5,772168,1524,89.54171562867215,True
1,5,718141,1517,89.13043478260869,True
1,5,769373,1524,89.54171562867215,True
2,10,773869,1188,69.80023501762632,True
2,10,767541,1524,89.54171562867215,True
2,10,767542,1524,89.54171562867215,True
2,10,717447,1524,89.54171562867215,True
2,10,717446,1504,88.36662749706228,True
2,10,717445,1524,89.54171562867215,True
2,10,773062,1524,89.54171562867215,True
2,10,767620,1524,89.54171562867215,True
2,10,737529,1483,87.13278495887191,True
2,10,717816,1502,88.2491186839013,True
2,10,765604,1521,89.36545240893066,True
2,10,767471,1496,87.89659224441834,True
2,10,716339,1524,89.54171562867215,True
2,10,773906,1495,87.83783783783784,True
2,10,765273,1524,89.54171562867215,True
2,10,716331,1510,88.71915393654524,True
2,10,771667,1524,89.54171562867215,True
2,10,716337,1524,89.54171562867215,True
2,10,769953,1524,89.54171562867215,True
2,10,769402,1524,89.54171562867215,True
2,10,769403,1524,89.54171562867215,True
2,10,769819,1524,89.54171562867215,True
2,10,769405,1471,86.427732079906,True
2,10,716941,1524,89.54171562867215,True
2,10,717578,1524,89.54171562867215,True
2,10,716960,1524,89.54171562867215,True
2,10,717804,1482,87.07403055229143,True
2,10,767572,1524,89.54171562867215,True
2,10,767573,1524,89.54171562867215,True
2,10,773012,1521,89.36545240893066,True
2,10,773013,1497,87.95534665099882,True
2,10,764424,1522,89.42420681551117,True
2,10,769388,1511,88.77790834312573,True
2,10,716328,1505,88.42538190364277,True
2,10,717819,1524,89.54171562867215,True
2,10,769941,1524,89.54171562867215,True
2,10,760987,1512,88.83666274970624,True
2,10,718204,1188,69.80023501762632,True
2,10,718045,1439,84.5475910693302,True
2,10,769418,1469,86.310223266745,True
2,10,768066,1522,89.42420681551117,True
2,10,772140,1460,85.78143360752057,True
2,10,773927,1495,87.83783783783784,True
2,10,760024,1524,89.54171562867215,True
2,10,774012,1524,89.54171562867215,True
2,10,774011,1524,89.54171562867215,True
2,10,767609,1524,89.54171562867215,True
2,10,769359,1517,89.13043478260869,True
2,10,760650,1523,89.48296122209166,True
2,10,716956,1517,89.13043478260869,True
2,10,769831,1524,89.54171562867215,True
2,10,761604,1524,89.54171562867215,True
2,10,717495,1412,82.96122209165688,True
2,10,716554,1524,89.54171562867215,True
2,10,773953,1524,89.54171562867215,True
2,10,767470,1524,89.54171562867215,True
2,10,716955,1524,89.54171562867215,True
2,10,764949,1524,89.54171562867215,True
2,10,773954,1522,89.42420681551117,True
2,10,767366,1518,89.1891891891892,True
2,10,769444,1492,87.66157461809637,True
2,10,773939,1519,89.24794359576968,True
2,10,774067,1495,87.83783783783784,True
2,10,769443,1492,87.66157461809637,True
2,10,767750,1524,89.54171562867215,True
2,10,767751,1524,89.54171562867215,True
2,10,767610,1516,89.07168037602821,True
2,10,773880,1519,89.24794359576968,True
2,10,764766,1524,89.54171562867215,True
2,10,717497,1524,89.54171562867215,True
2,10,717490,1524,89.54171562867215,True
2,10,717491,1524,89.54171562867215,True
2,10,717492,1524,89.54171562867215,True
2,10,717493,1412,82.96122209165688,True
2,10,765176,1513,88.89541715628673,True
2,10,717498,1520,89.30669800235017,True
2,10,717499,1524,89.54171562867215,True
2,10,765171,1467,86.19271445358402,True
2,10,718064,1524,89.54171562867215,True
2,10,718066,1524,89.54171562867215,True
2,10,765164,1523,89.48296122209166,True
2,10,769431,1490,87.54406580493537,True
2,10,769430,1492,87.66157461809637,True
2,10,717610,1519,89.24794359576968,True
2,10,767053,1524,89.54171562867215,True
2,10,767621,1524,89.54171562867215,True
2,10,772596,1524,89.54171562867215,True
2,10,772597,1524,89.54171562867215,True
2,10,767350,1524,89.54171562867215,True
2,10,767351,1524,89.54171562867215,True
2,10,716571,1504,88.36662749706228,True
2,10,773023,1524,89.54171562867215,True
2,10,767585,1524,89.54171562867215,True
2,10,773024,1524,89.54171562867215,True
2,10,717483,1524,89.54171562867215,True
2,10,718379,1524,89.54171562867215,True
2,10,717481,1379,81.02232667450059,True
2,10,717480,1524,89.54171562867215,True
2,10,717486,1524,89.54171562867215,True
2,10,764120,1524,89.54171562867215,True
2,10,772151,1524,89.54171562867215,True
2,10,718371,1524,89.54171562867215,True
2,10,717489,1524,89.54171562867215,True
2,10,717488,1524,89.54171562867215,True
2,10,717818,1524,89.54171562867215,True
2,10,718076,1434,84.25381903642773,True
2,10,718072,1349,79.25969447708579,True
2,10,767455,1524,89.54171562867215,True
2,10,767454,1500,88.1316098707403,True
2,10,761599,1515,89.0129259694477,True
2,10,717099,1524,89.54171562867215,True
2,10,773916,1495,87.83783783783784,True
2,10,716968,1478,86.83901292596946,True
2,10,769467,1523,89.48296122209166,True
2,10,717576,1183,69.50646298472385,True
2,10,717573,1524,89.54171562867215,True
2,10,717572,1518,89.1891891891892,True
2,10,717571,1519,89.24794359576968,True
2,10,717570,1518,89.1891891891892,True
2,10,764760,1517,89.13043478260869,True
2,10,718089,1524,89.54171562867215,True
2,10,769847,1472,86.48648648648648,True
2,10,717608,1524,89.54171562867215,True
2,10,767523,1524,89.54171562867215,True
2,10,716942,1524,89.54171562867215,True
2,10,718090,1524,89.54171562867215,True
2,10,769867,1524,89.54171562867215,True
2,10,717472,1482,87.07403055229143,True
2,10,717473,1524,89.54171562867215,True
2,10,759591,1524,89.54171562867215,True
2,10,764781,1524,89.54171562867215,True
2,10,765099,1523,89.48296122209166,True
2,10,762329,1517,89.13043478260869,True
2,10,716953,1524,89.54171562867215,True
2,10,716951,1524,89.54171562867215,True
2,10,767509,1524,89.54171562867215,True
2,10,765182,1516,89.07168037602821,True
2,10,769358,1517,89.13043478260869,True
2,10,772513,1523,89.48296122209166,True
2,10,716958,1524,89.54171562867215,True
2,10,718496,1520,89.30669800235017,True
2,10,769346,1510,88.71915393654524,True
2,10,773904,1495,87.83783783783784,True
2,10,718499,1500,88.1316098707403,True
2,10,764853,1524,89.54171562867215,True
2,10,761003,1524,89.54171562867215,True
2,10,717502,1460,85.78143360752057,True
2,10,759602,1523,89.48296122209166,True
2,10,717504,1460,85.78143360752057,True
2,10,763995,1487,87.36780258519389,True
2,10,717508,1454,85.42890716803761,True
2,10,765265,1524,89.54171562867215,True
2,10,773996,1524,89.54171562867215,True
2,10,773995,1524,89.54171562867215,True
2,10,717469,1524,89.54171562867215,True
2,10,717468,1524,89.54171562867215,True
2,10,764106,1524,89.54171562867215,True
2,10,717465,1524,89.54171562867215,True
2,10,764794,1520,89.30669800235017,True
2,10,717466,1523,89.48296122209166,True
2,10,717461,1524,89.54171562867215,True
2,10,717460,1520,89.30669800235017,True
2,10,717463,1523,89.48296122209166,True
2,10,717462,1523,89.48296122209166,True
2,10,769345,1510,88.71915393654524,True
2,10,716943,1524,89.54171562867215,True
2,10,772669,1475,86.66274970622797,True
2,10,717582,1524,89.54171562867215,True
2,10,717583,1524,89.54171562867215,True
2,10,717580,1524,89.54171562867215,True
2,10,716949,1524,89.54171562867215,True
2,10,717587,1524,89.54171562867215,True
2,10,772178,1522,89.42420681551117,True
2,10,717585,1524,89.54171562867215,True
2,10,716939,691,40.59929494712103,True
2,10,768469,1516,89.07168037602821,True
2,10,764101,1521,89.36545240893066,True
2,10,767554,1524,89.54171562867215,True
2,10,773975,1524,89.54171562867215,True
2,10,773974,1524,89.54171562867215,True
2,10,717510,1042,61.22209165687427,True
2,10,717513,1041,61.16333725029377,True
2,10,717825,1524,89.54171562867215,True
2,10,767495,1464,86.01645123384255,True
2,10,767494,1524,89.54171562867215,True
2,10,717821,1509,88.66039952996475,True
2,10,717823,1524,89.54171562867215,True
2,10,717458,1524,89.54171562867215,True
2,10,717459,1524,89.54171562867215,True
2,10,769926,1472,86.48648648648648,True
2,10,764858,1524,89.54171562867215,True
2,10,717450,1524,89.54171562867215,True
2,10,717452,1524,89.54171562867215,True
2,10,717453,1524,89.54171562867215,True
2,10,759772,1517,89.13043478260869,True
2,10,717456,1518,89.1891891891892,True
2,10,771673,1524,89.54171562867215,True
2,10,772167,1504,88.36662749706228,True
2,10,769372,1521,89.36545240893066,True
2,10,774204,1518,89.1891891891892,True
2,10,769806,1524,89.54171562867215,True
2,10,717590,1524,89.54171562867215,True
2,10,717592,1524,89.54171562867215,True
2,10,717595,1524,89.54171562867215,True
2,10,772168,1524,89.54171562867215,True
2,10,718141,1517,89.13043478260869,True
2,10,769373,1524,89.54171562867215,True
3,15,773869,1189,69.85898942420683,True
3,15,767541,1524,89.54171562867215,True
3,15,767542,1524,89.54171562867215,True
3,15,717447,1524,89.54171562867215,True
3,15,717446,1504,88.36662749706228,True
3,15,717445,1524,89.54171562867215,True
3,15,773062,1524,89.54171562867215,True
3,15,767620,1524,89.54171562867215,True
3,15,737529,1483,87.13278495887191,True
3,15,717816,1502,88.2491186839013,True
3,15,765604,1521,89.36545240893066,True
3,15,767471,1496,87.89659224441834,True
3,15,716339,1524,89.54171562867215,True
3,15,773906,1495,87.83783783783784,True
3,15,765273,1524,89.54171562867215,True
3,15,716331,1510,88.71915393654524,True
3,15,771667,1524,89.54171562867215,True
3,15,716337,1524,89.54171562867215,True
3,15,769953,1524,89.54171562867215,True
3,15,769402,1524,89.54171562867215,True
3,15,769403,1524,89.54171562867215,True
3,15,769819,1524,89.54171562867215,True
3,15,769405,1471,86.427732079906,True
3,15,716941,1524,89.54171562867215,True
3,15,717578,1524,89.54171562867215,True
3,15,716960,1524,89.54171562867215,True
3,15,717804,1482,87.07403055229143,True
3,15,767572,1524,89.54171562867215,True
3,15,767573,1524,89.54171562867215,True
3,15,773012,1521,89.36545240893066,True
3,15,773013,1496,87.89659224441834,True
3,15,764424,1522,89.42420681551117,True
3,15,769388,1511,88.77790834312573,True
3,15,716328,1505,88.42538190364277,True
3,15,717819,1524,89.54171562867215,True
3,15,769941,1524,89.54171562867215,True
3,15,760987,1512,88.83666274970624,True
3,15,718204,1189,69.85898942420683,True
3,15,718045,1439,84.5475910693302,True
3,15,769418,1469,86.310223266745,True
3,15,768066,1522,89.42420681551117,True
3,15,772140,1460,85.78143360752057,True
3,15,773927,1495,87.83783783783784,True
3,15,760024,1524,89.54171562867215,True
3,15,774012,1524,89.54171562867215,True
3,15,774011,1524,89.54171562867215,True
3,15,767609,1524,89.54171562867215,True
3,15,769359,1517,89.13043478260869,True
3,15,760650,1523,89.48296122209166,True
3,15,716956,1517,89.13043478260869,True
3,15,769831,1524,89.54171562867215,True
3,15,761604,1524,89.54171562867215,True
3,15,717495,1412,82.96122209165688,True
3,15,716554,1524,89.54171562867215,True
3,15,773953,1524,89.54171562867215,True
3,15,767470,1524,89.54171562867215,True
3,15,716955,1524,89.54171562867215,True
3,15,764949,1524,89.54171562867215,True
3,15,773954,1522,89.42420681551117,True
3,15,767366,1518,89.1891891891892,True
3,15,769444,1492,87.66157461809637,True
3,15,773939,1519,89.24794359576968,True
3,15,774067,1495,87.83783783783784,True
3,15,769443,1492,87.66157461809637,True
3,15,767750,1524,89.54171562867215,True
3,15,767751,1524,89.54171562867215,True
3,15,767610,1516,89.07168037602821,True
3,15,773880,1519,89.24794359576968,True
3,15,764766,1524,89.54171562867215,True
3,15,717497,1524,89.54171562867215,True
3,15,717490,1524,89.54171562867215,True
3,15,717491,1524,89.54171562867215,True
3,15,717492,1524,89.54171562867215,True
